MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58636.553510  13.323  0.003 17021   49 o  0 7046.35 278.53578   9.56705  9645.56   633.01 3.14 2.95 -60.0 -0.460 19.20 21.13 01a58636o0668o
58641.453772  13.343  0.003 16696   52 o  0 8005.66 278.53578   9.56705  2554.47  5954.72 2.85 2.70 -11.5 -0.499 19.25 21.08 01a58641o0432o
58641.462104  13.339  0.003 16765   51 o  0 9591.45 278.53578   9.56705  2533.39  5915.39 2.79 2.69  -8.2 -0.504 19.26 21.05 01a58641o0447o
58641.479018  13.325  0.003 16983   51 o  0 14961.35 278.53578   9.56705  2592.16  5994.54 2.94 2.84 -13.8 -0.493 19.18 20.95 01a58641o0477o
58641.489059  13.329  0.003 16920   55 o  0 3077.00 278.53578   9.56705  7924.18  4678.06 3.06 2.96 -25.6 -0.470 19.13 21.05 01a58641o0496o
58642.496496  13.981  0.004  9281   34 c  0 3272.93 278.53578   9.56705  4580.88  7759.88 2.55 2.40  36.4 -0.418 19.62 21.64 02a58642o0563c
58642.499686  13.974  0.004  9342   33 c  0 1620.13 278.53578   9.56705  4560.25  7717.69 2.52 2.36  38.3 -0.423 19.62 21.63 02a58642o0569c
58642.512536  13.973  0.004  9348   35 c  0 1367.64 278.53578   9.56705  4613.13  7795.67 2.57 2.41  40.4 -0.412 19.62 21.63 02a58642o0595c
58642.522813  13.977  0.004  9315   35 c  0 1215.02 278.53578   9.56705  4628.17  7679.82 2.55 2.45  45.0 -0.417 19.57 21.62 02a58642o0616c
58644.426199  13.364  0.003 16384   53 o  0 15688.27 278.53578   9.56705  2550.00  5956.78 2.85 2.67 -12.3 -0.501 19.16 20.82 01a58644o0389o
58644.430140  13.362  0.003 16409   50 o  0 17817.86 278.53578   9.56705  2530.09  5917.64 2.78 2.65 -12.8 -0.504 19.19 20.85 01a58644o0397o
58644.435250  13.354  0.003 16528   50 o  0 9816.91 278.53578   9.56705  2588.44  5995.42 2.85 2.63 -11.7 -0.503 19.20 20.88 01a58644o0408o
58644.451395  13.354  0.003 16537   52 o  0 10229.87 278.53578   9.56705  2608.36  5882.31 2.92 2.70 -19.3 -0.499 19.24 20.99 01a58644o0443o
58645.462236  13.428  0.003 15451   52 o  0 6203.73 278.53578   9.56705  2550.55  5955.52 2.74 2.61 -10.8 -0.511 19.17 20.72 01a58645o0470o
58645.465125  13.414  0.003 15644   50 o  0 8344.99 278.53578   9.56705  2528.55  5917.60 2.76 2.65 -12.5 -0.514 19.21 20.73 01a58645o0476o
58645.474427  13.393  0.003 15956   50 o  0 3324.87 278.53578   9.56705  2588.02  5994.42 2.78 2.63 -13.4 -0.506 19.20 20.79 01a58645o0493o
58645.484152  13.366  0.003 16352   48 o  0 12133.01 278.53578   9.56705  2604.45  5880.72 2.75 2.64  -8.6 -0.507 19.22 20.90 01a58645o0513o
58648.586531  13.365  0.003 16374   51 o  0 1868.05 278.53578   9.56705  1754.78  4498.02 2.91 2.70 -20.3 -0.488 19.09 20.82 01a58648o0693o
58648.605113  13.338  0.003 16784   50 o  0 8132.87 278.53578   9.56705  1778.44  4535.42 3.32 3.09 -12.7 -0.457 18.96 20.71 01a58648o0732o
58648.612603  13.369  0.003 16305   56 o  0 10686.11 278.53578   9.56705  1719.27  4458.78 3.58 3.40 -22.6 -0.439 18.65 20.11 01a58648o0747o
58648.617272  13.354  0.004 16536   60 o  0 4709.22 278.53578   9.56705  1702.81  4574.90 3.53 3.21 -22.0 -0.438 18.18 19.15 01a58648o0756o
58650.415687  13.410  0.005 15707   74 o  0  62.64 278.53578   9.56705  9683.25  8907.91 2.57 2.10 -53.9 -0.450 18.70 19.04 02a58650o0392o
58650.418434  13.428  0.004 15445   63 o  0 108.04 278.53578   9.56705  9703.31  8944.18 2.74 1.99 -54.0 -0.416 18.71 19.17 02a58650o0398o
58650.433956  13.396  0.004 15911   67 o  0  83.14 278.53578   9.56705  9643.32  8871.61 2.31 2.16 -61.1 -0.461 18.68 19.06 02a58650o0431o
58650.445462  13.382  0.004 16113   71 o  0  76.19 278.53578   9.56705  9626.09  8988.71 2.43 2.24 -68.9 -0.440 18.66 19.09 02a58650o0455o
58651.508527  13.638  0.023 12728  293 H  0   4.03 278.53578   9.56705   896.10  1658.05 2.15 1.97 -61.1 -0.477 16.38 18.28 02a58651o0494H
58654.472216  13.342  0.003 16724   49 o  0 642.55 278.53578   9.56705   907.36  1658.89 2.30 1.86 -52.2 -0.514 19.04 19.72 02a58654o0508o
58654.475201  13.355  0.003 16527   50 o  0 603.19 278.53578   9.56705   886.80  1618.95 2.26 1.85 -53.9 -0.515 19.08 19.69 02a58654o0514o
58654.480682  13.351  0.003 16581   51 o  0 445.26 278.53578   9.56705   940.33  1693.93 2.16 1.86 -56.3 -0.528 19.07 19.71 02a58654o0525o
58654.493009  13.365  0.003 16365   52 o  0 398.57 278.53578   9.56705   961.81  1579.50 2.37 1.86 -51.5 -0.515 18.98 19.57 02a58654o0551o
58655.479706  -5.554  0.203 604702531623 122822848836 o  0   4.37 278.53578   9.56705   906.74  1661.75 6.59 4.53  89.2 -0.287 -5.80 -5.00 02a58655o0490o
58655.489876  13.375  0.019 16224  306 o  0   6.32 278.53578   9.56705   880.64  1618.70 2.13 1.87 -57.4 -0.517 16.07 15.96 02a58655o0509o
58655.497607  13.299  0.010 17394  168 o  0  14.23 278.53578   9.56705   933.40  1693.07 2.30 1.74  40.8 -0.506 16.80 17.08 02a58655o0523o
58655.501169  13.346  0.007 16658  112 o  0  40.83 278.53578   9.56705   952.19  1577.33 2.25 1.88 -59.0 -0.521 17.39 17.52 02a58655o0530o
58656.495795  13.361  0.003 16431   51 o  0 1569.66 278.53578   9.56705  7756.66  8959.10 2.80 2.74  48.2 -0.479 19.08 20.47 01a58656o0512o
58656.499082  13.358  0.003 16478   49 o  0 1633.18 278.53578   9.56705  7777.60  8997.51 2.84 2.78  63.0 -0.481 19.02 20.44 01a58656o0519o
58656.504379  13.393  0.003 15952   52 o  0 2171.80 278.53578   9.56705  7715.98  8919.31 2.87 2.73  81.8 -0.481 19.00 20.42 01a58656o0530o
58656.515231  13.397  0.003 15896   53 o  0 476.32 278.53578   9.56705  7700.10  9035.79 2.83 2.70  85.8 -0.481 19.01 20.35 01a58656o0553o
58658.551697  13.343  0.008 16701  139 o  0  35.82 278.53578   9.56705   583.53  6034.01 2.43 1.85  43.0 -0.379 17.03 17.50 02a58658o0442o
58658.556730  13.323  0.038 17017  648 o  0   2.15 278.53578   9.56705   563.88  5994.96 2.09 1.86  48.0 -0.419 15.23 15.40 02a58658o0453o
58658.559985  13.333  0.016 16853  272 o  0   5.40 278.53578   9.56705   623.12  6072.34 2.07 1.85  43.0 -0.400 16.43 16.65 02a58658o0460o
58658.570294  13.264  0.005 17963   86 o  0  74.93 278.53578   9.56705   644.09  5955.63 2.17 1.91  43.8 -0.406 18.59 19.33 02a58658o0482o
58659.444717  13.384  0.003 16083   49 o  0 428.59 278.53578   9.56705   609.31  6033.99 2.02 1.87 -43.8 -0.456 19.56 21.08 02a58659o0425o
58659.448117  13.402  0.003 15820   47 o  0 525.59 278.53578   9.56705   589.98  5996.07 2.01 1.87 -47.7 -0.452 19.53 21.04 02a58659o0432o
58659.454560  13.401  0.003 15835   53 o  0 232.80 278.53578   9.56705   649.09  6073.31 1.97 1.88 -42.0 -0.457 19.55 21.02 02a58659o0445o
58659.465384  13.374  0.003 16239   49 o  0 349.17 278.53578   9.56705   667.37  5955.19 1.96 1.86 -47.0 -0.455 19.50 20.91 02a58659o0466o
58663.363333  13.892  0.004 10078   39 c  0 298.12 278.53578   9.56705  9973.03  4528.36 2.58 2.37 -55.4 -0.424 19.39 21.30 02a58663o0256c
58663.373142  13.905  0.003  9950   34 c  0 655.94 278.53578   9.56705  9994.43  4569.13 2.67 2.35 -58.6 -0.431 19.72 21.79 02a58663o0274c
58663.393334  13.866  0.003 10313   33 c  0 367.68 278.53578   9.56705  9936.52  4493.34 2.64 2.38 -61.0 -0.427 19.73 21.76 02a58663o0314c
58663.403201  13.862  0.003 10356   34 c  0 353.54 278.53578   9.56705  9922.64  4608.40 2.56 2.36 -59.4 -0.430 19.78 21.76 02a58663o0334c
58664.491050  13.313  0.003 17165   50 o  0 2751.25 278.53578   9.56705  4014.76  2915.53 3.18 2.81 -13.3 -0.481 19.26 21.43 01a58664o0391o
58664.494371  13.328  0.003 16938   48 o  0 2102.18 278.53578   9.56705  4034.35  2954.39 3.11 2.74 -14.1 -0.490 19.31 21.44 01a58664o0398o
58664.500942  13.351  0.003 16583   52 o  0 3519.94 278.53578   9.56705  3977.04  2878.98 3.07 2.74 -11.8 -0.489 19.25 21.47 01a58664o0412o
58664.511745  13.312  0.003 17182   50 o  0 3180.52 278.53578   9.56705  3960.83  2994.83 3.17 2.76 -11.0 -0.482 19.25 21.46 01a58664o0435o
58666.428423  13.891  0.003 10080   34 c  0 5993.30 278.53578   9.56705  6586.70  9610.22 2.72 2.69  39.4 -0.422 19.69 21.71 02a58666o0412c
58666.433287  13.862  0.003 10354   33 c  0 408.24 278.53578   9.56705  4018.81   995.66 2.50 2.30 -48.3 -0.443 19.68 21.72 02a58666o0422c
58666.445080  13.879  0.003 10198   34 c  0 3743.74 278.53578   9.56705  6619.89  9650.02 2.87 2.62  53.9 -0.411 19.68 21.72 02a58666o0447c
58666.453301  13.885  0.003 10142   34 c  0 2908.20 278.53578   9.56705  6639.93  9534.48 2.87 2.67  58.8 -0.414 19.68 21.73 02a58666o0464c
58668.460934  13.318  0.003 17100   50 o  0 2227.46 278.53578   9.56705  3278.75  2816.85 3.11 2.92 -11.7 -0.457 19.11 20.92 01a58668o0461o
58668.463726  13.321  0.003 17046   50 o  0 2412.52 278.53578   9.56705  3299.76  2866.12 3.05 2.90  -6.8 -0.462 19.12 20.88 01a58668o0467o
58668.469069  13.312  0.003 17186   49 o  0 2078.79 278.53578   9.56705  3243.62  2810.16 3.17 2.92 -24.9 -0.451 19.05 20.80 01a58668o0478o
58668.479840  13.359  0.003 16466   52 o  0 4236.65 278.53578   9.56705  3231.19  2970.15 3.20 3.04  -8.9 -0.450 19.06 20.85 01a58668o0501o
58670.442227  13.345  0.003 16673   51 o  0 3826.58 278.53578   9.56705  3269.96  2762.63 3.42 3.02   1.2 -0.433 19.11 21.22 01a58670o0422o
58670.445266  13.221  0.003 18690   55 o  0 15994.87 278.53578   9.56705  3293.29  2816.47 4.62 3.44  -7.2 -0.392 19.03 21.18 01a58670o0428o
58670.451162  13.274  0.003 17805   50 o  0 12896.71 278.53578   9.56705  3236.79  2760.03 3.85 2.96  -3.0 -0.429 19.12 21.19 01a58670o0440o
58670.461677  13.318  0.003 17085   47 o  0 7094.63 278.53578   9.56705  3224.10  2921.18 3.25 2.78 -11.8 -0.455 19.18 21.20 01a58670o0462o
58674.411508  13.297  0.003 17429   50 o  0 868.85 278.53578   9.56705  3050.20  8987.61 2.78 2.74 -66.7 -0.486 19.14 20.80 01a58674o0005o
58674.414368  13.303  0.003 17338   49 o  0 1044.22 278.53578   9.56705  3071.29  9038.74 2.81 2.73 -58.5 -0.489 19.12 20.79 01a58674o0011o
58674.419556  13.288  0.003 17571   48 o  0 4384.46 278.53578   9.56705  3013.97  8982.12 2.78 2.74 -62.5 -0.492 19.14 20.80 01a58674o0022o
58674.434472  13.318  0.003 17087   50 o  0 1271.72 278.53578   9.56705  3000.42  9157.13 2.73 2.71   1.2 -0.500 19.16 20.89 01a58674o0053o
58676.342649  13.377  0.003 16190   52 o  0 20845.99 278.53578   9.56705  6718.65  1351.04 3.23 2.75 -14.8 -0.464 18.98 20.27 01a58676o0231o
58676.346656  13.367  0.003 16331   54 o  0 8495.18 278.53578   9.56705  6699.35  1311.81 3.07 2.75 -19.3 -0.477 19.01 20.29 01a58676o0239o
58676.352945  13.351  0.003 16582   52 o  0 9601.39 278.53578   9.56705  6757.37  1389.33 3.26 2.74 -13.6 -0.460 19.00 20.28 01a58676o0252o
58676.367255  13.345  0.003 16679   52 o  0 11716.93 278.53578   9.56705  6774.25  1273.78 3.22 2.77 -12.8 -0.462 19.04 20.37 01a58676o0282o
58677.341466  13.284  0.003 17640   56 o  0 16933.12 278.53578   9.56705  6718.26  1350.21 3.81 2.94 -11.9 -0.429 18.70 19.93 01a58677o0049o
58677.344811  13.220  0.003 18711   57 o  0 17889.16 278.53578   9.56705  6696.58  1311.94 4.21 3.10  -6.1 -0.430 18.64 19.92 01a58677o0056o
58677.358553  13.323  0.003 17015   54 o  0 7256.16 278.53578   9.56705  6754.46  1388.49 3.20 2.78 -15.9 -0.461 18.74 19.82 01a58677o0084o
58677.364614  13.370  0.003 16286   56 o  0 11771.17 278.53578   9.56705  6772.86  1269.33 3.06 2.79 -13.1 -0.475 18.78 19.83 01a58677o0096o
58678.244850  -8.664  0.011 10606123671126 116106467943 o  0 973.62 278.53578   9.56705  4165.98  4841.32 3.86 3.64  24.2 -0.136 -5.91 -5.56 02a58678o0023o
58678.246678  13.467  0.007 14901  102 o  0  79.76 278.53578   9.56705  4179.44  4880.96 3.00 2.25  27.4 -0.407 17.14 17.23 02a58678o0027o
58678.263801  13.367  0.003 16345   53 o  0 274.91 278.53578   9.56705  4119.09  4804.34 2.64 2.14  31.5 -0.422 18.58 19.14 02a58678o0063o
58678.274494  13.351  0.003 16587   54 o  0 239.87 278.53578   9.56705  4099.55  4921.92 2.32 1.96  31.1 -0.450 18.65 19.23 02a58678o0085o
58682.476294  13.408  0.003 15733   52 o  0 461.78 278.53578   9.56705  6830.64  3312.77 2.37 1.95  41.7 -0.441 18.74 19.40 02a58682o0510o
58682.479524  13.373  0.003 16247   51 o  0 936.59 278.53578   9.56705  6811.37  3273.86 2.43 1.99  41.1 -0.442 18.80 19.40 02a58682o0517o
58682.485996  13.400  0.004 15851   58 o  0 264.32 278.53578   9.56705  6869.74  3351.62 2.44 1.98  40.1 -0.440 18.42 19.10 02a58682o0531o
58682.496262  13.431  0.005 15406   79 o  0 181.45 278.53578   9.56705  6887.43  3235.38 2.49 2.08  39.0 -0.433 17.69 17.90 02a58682o0552o
58684.406927  13.408  0.004 15736   57 o  0 3624.04 278.53578   9.56705  9809.38  2500.00 3.23 2.76  -5.2 -0.438 19.02 20.36 01a58684o0374o
58684.410148  13.403  0.003 15811   54 o  0 725.26 278.53578   9.56705  9829.46  2538.08 2.94 2.79 -13.3 -0.457 19.06 20.37 01a58684o0381o
58684.416300  13.400  0.003 15846   54 o  0 671.49 278.53578   9.56705  9771.35  2461.64 2.98 2.78 -19.2 -0.452 19.06 20.36 01a58684o0394o
58684.426430  13.353  0.003 16543   50 o  0 4785.09 278.53578   9.56705  9754.23  2578.48 3.00 2.78 -18.7 -0.449 19.06 20.33 01a58684o0416o
58686.242279  13.473  0.008 14820  118 o  0  17.90 278.53578   9.56705  3757.03  7256.64 2.61 2.19  39.5 -0.397 17.12 17.16 02a58686o0018o
58686.245698  13.388  0.004 16023   66 o  0  87.88 278.53578   9.56705  3775.71  7295.44 2.55 2.21  35.0 -0.387 18.20 18.44 02a58686o0025o
58686.259462  13.375  0.003 16218   57 o  0 325.91 278.53578   9.56705  3712.11  7217.83 2.44 2.06  36.2 -0.407 18.81 19.96 02a58686o0054o
58686.266879  13.357  0.005 16483   87 o  0 124.61 278.53578   9.56705  3687.69  7332.67 2.22 1.94  36.4 -0.426 18.20 19.21 02a58686o0069o
58688.246285  13.383  0.003 16105   56 o  0 11749.31 278.53578   9.56705   972.70  3641.53 3.73 3.09 -18.3 -0.424 18.78 20.05 01a58688o0001o
58688.256414  13.390  0.004 15991   57 o  0 7469.56 278.53578   9.56705   959.18  3609.31 3.31 2.77 -17.9 -0.468 19.30 21.15 01a58688o0022o
58688.264595  13.386  0.003 16060   51 o  0 9642.55 278.53578   9.56705  1020.51  3687.34 3.21 2.75 -17.4 -0.483 19.34 21.32 01a58688o0039o
58688.267443  13.405  0.003 15778   52 o  0 15967.99 278.53578   9.56705  1038.75  3570.37 3.25 2.93 -15.0 -0.468 19.27 21.33 01a58688o0045o
58689.256320  13.461  0.003 14983   52 o  0 4121.86 278.53578   9.56705   977.74  3649.10 2.82 2.59 -10.9 -0.521 19.31 20.95 01a58689o0056o
58689.270364  13.443  0.004 15231   55 o  0 5840.84 278.53578   9.56705   957.39  3612.05 2.84 2.63 -13.5 -0.524 19.34 21.21 01a58689o0085o
58689.283113  13.385  0.003 16067   51 o  0 22713.12 278.53578   9.56705  1021.38  3691.73 3.36 2.84 -14.1 -0.463 19.31 21.23 01a58689o0111o
58689.293606  13.426  0.004 15476   56 o  0 12042.71 278.53578   9.56705  1038.49  3576.08 3.38 2.84 -16.3 -0.446 19.26 21.17 01a58689o0132o
58690.406215  13.387  0.003 16047   50 o  0 5137.94 278.53578   9.56705  9012.53 10024.64 2.86 2.37 -48.0 -0.464 19.54 21.26 02a58690o0347o
58690.409422  13.412  0.003 15668   47 o  0 5020.39 278.53578   9.56705  8993.68  9986.94 2.75 2.30 -57.5 -0.423 19.52 21.33 02a58690o0354o
58690.415985  13.393  0.003 15951   44 o  0 5641.13 278.53578   9.56705  9049.83 10064.95 2.78 2.30 -56.8 -0.430 19.46 21.31 02a58690o0368o
58690.426884  13.393  0.003 15955   45 o  0 7001.23 278.53578   9.56705  9068.70  9948.64 2.69 2.29 -53.8 -0.422 19.50 21.32 02a58690o0390o
58692.237008  13.747  0.013 11512  151 o  0 197.67 278.53578   9.56705   975.65  3641.30 2.83 2.48 -10.3 -0.518 17.11 17.48 01a58692o0018o
58692.240405  13.531  0.005 14046   73 o  0 1138.99 278.53578   9.56705   956.73  3607.80 2.90 2.49 -14.0 -0.529 17.97 18.51 01a58692o0025o
58692.249502  13.441  0.003 15262   50 o  0 6784.22 278.53578   9.56705  1019.66  3687.15 2.91 2.58 -12.9 -0.510 19.16 20.57 01a58692o0044o
58692.260468  13.449  0.003 15144   50 o  0 5413.55 278.53578   9.56705  1037.69  3572.54 2.91 2.60 -17.2 -0.507 19.35 21.13 01a58692o0066o
58693.409248  13.369  0.003 16305   51 o  0 3440.77 278.53578   9.56705  9584.01  6872.62 2.96 2.89  50.9 -0.483 19.30 21.33 01a58693o0299o
58693.423977  13.389  0.003 16012   50 o  0 721.19 278.53578   9.56705  9605.28  6911.06 2.81 2.67  74.4 -0.501 19.27 21.34 01a58693o0328o
58693.426973  13.373  0.003 16243   49 o  0 4184.91 278.53578   9.56705  9549.18  6834.07 2.89 2.80  67.5 -0.485 19.31 21.29 01a58693o0334o
58693.438421  13.394  0.003 15943   52 o  0 4584.33 278.53578   9.56705  9534.32  6951.64 3.15 3.01  77.8 -0.467 19.24 21.31 01a58693o0357o
58694.249900  13.929  0.004  9737   40 c  0 305.21 278.53578   9.56705  1570.63   541.46 2.77 2.41 -58.4 -0.430 19.00 20.08 02a58694o0041c
58694.258088  13.931  0.004  9718   36 c  0 514.14 278.53578   9.56705  1583.41   584.90 2.72 2.37 -52.4 -0.454 19.57 21.35 02a58694o0057c
58694.261698  13.919  0.004  9824   34 c  0 494.10 278.53578   9.56705  1526.09   506.75 2.77 2.33 -54.9 -0.451 19.65 21.54 02a58694o0064c
58694.271902  13.894  0.003 10057   34 c  0 501.88 278.53578   9.56705  1508.95   623.16 2.73 2.34 -55.8 -0.456 19.67 21.68 02a58694o0085c
58699.240922  13.970  0.008  9380   74 c  0  28.11 278.53578   9.56705  1491.07  8812.57 2.79 2.16 -49.6 -0.452 18.06 19.12 02a58699o0025c
58699.244156  13.922  0.005  9804   45 c  0  89.40 278.53578   9.56705  1509.76  8851.47 2.83 2.19 -50.4 -0.449 18.70 19.76 02a58699o0032c
58699.250268  13.919  0.004  9826   43 c  0 362.19 278.53578   9.56705  1450.29  8773.25 2.94 2.27 -50.5 -0.452 18.94 20.48 02a58699o0043c
58699.260291  13.870  0.004 10284   42 c  0 638.01 278.53578   9.56705  1429.53  8889.54 2.96 2.28 -43.1 -0.461 19.27 21.10 02a58699o0064c
58700.250696  13.330  0.003 16906   48 o  0 20501.05 278.53578   9.56705  2937.16  3530.23 3.46 2.87 -15.3 -0.451 19.23 20.99 01a58700o0051o
58700.256145  13.387  0.003 16034   50 o  0 24534.28 278.53578   9.56705  2917.65  3491.07 3.27 2.83 -15.9 -0.460 19.24 21.09 01a58700o0062o
58700.259704  13.331  0.003 16894   48 o  0 21439.88 278.53578   9.56705  2977.21  3570.24 3.33 2.86 -11.9 -0.457 19.23 21.10 01a58700o0069o
58700.273944  13.405  0.003 15771   49 o  0 30668.87 278.53578   9.56705  2991.57  3453.05 3.18 2.80 -12.1 -0.467 19.27 21.19 01a58700o0098o
58701.423751  13.377  0.003 16183   49 o  0 1401.77 278.53578   9.56705  7634.41  7008.27 3.05 2.84   0.4 -0.458 19.28 21.46 01a58701o0018o
58701.427673  13.390  0.003 15990   51 o  0 4833.22 278.53578   9.56705  7654.26  7046.32 3.02 2.87   3.3 -0.457 19.31 21.45 01a58701o0026o
58701.432945  13.384  0.003 16078   51 o  0 1701.53 278.53578   9.56705  7594.72  6969.56 3.00 2.82   0.4 -0.457 19.32 21.41 01a58701o0037o
58701.443731  13.331  0.003 16882   50 o  0 2438.05 278.53578   9.56705  7577.84  7087.07 2.88 2.80   1.1 -0.467 19.31 21.36 01a58701o0060o
58703.238671  13.964  0.018  9425  166 c  0   4.15 278.53578   9.56705  1495.63  8811.05 2.52 2.29 -47.6 -0.495 17.50 18.33 02a58703o0025c
58703.259557  13.954  0.004  9511   36 c  0 254.87 278.53578   9.56705  1507.42  8850.06 2.53 2.17 -46.0 -0.477 19.23 20.55 02a58703o0064c
58703.262518  13.950  0.004  9548   38 c  0 218.98 278.53578   9.56705  1448.51  8771.72 2.54 2.20 -47.1 -0.465 19.29 20.57 02a58703o0070c
58703.274527  13.937  0.004  9662   39 c  0 195.46 278.53578   9.56705  1426.67  8889.51 2.60 2.18 -46.1 -0.466 19.30 20.62 02a58703o0093c
58705.352750  13.339  0.003 16771   56 o  0 1345.25 278.53578   9.56705  5801.82  9084.77 2.92 2.88   2.2 -0.455 18.81 20.20 01a58705o0088o
58705.368226  13.341  0.003 16736   58 o  0 2794.89 278.53578   9.56705  5823.18  9121.09 3.29 2.93   5.2 -0.429 18.52 19.83 01a58705o0120o
58705.379448  13.359  0.005 16458   75 o  0 679.11 278.53578   9.56705  5762.81  9043.47 3.00 2.87  -3.8 -0.480 18.11 19.15 01a58705o0142o
58705.384276  13.377  0.004 16195   65 o  0 1023.68 278.53578   9.56705  5747.94  9160.69 2.90 2.82 -77.9 -0.464 18.47 19.59 01a58705o0152o
58706.353263  14.246  0.038  7270  274 c  0  35.27 278.53578   9.56705  8900.21  8074.11 2.77 2.56  57.6 -0.486 16.85 17.61 02a58706o0275c
58706.386530  14.151  0.275  7937 2185 c  0   1.60 278.53578   9.56705  8933.94  8115.74 2.91 2.64  43.8 -0.534 14.68 15.57 02a58706o0288c
58706.389813  14.436  0.194  6103 1184 c  0   3.54 278.53578   9.56705  8948.99  8000.79 2.97 2.60  41.0 -0.491 15.27 16.08 02a58706o0294c
58708.230717  13.674  0.011 12319  142 o  0 990.56 278.53578   9.56705  4771.10  1465.24 3.95 3.19 -15.9 -0.423 16.88 17.33 01a58708o0019o
58708.234113  13.837  0.040 10597  422 o  0 108.03 278.53578   9.56705  4750.94  1430.35 3.93 3.17 -13.3 -0.458 15.86 16.31 01a58708o0026o
58708.251762  13.697  0.015 12058  184 o  0 666.64 278.53578   9.56705  4809.71  1501.45 3.90 3.18 -14.5 -0.417 16.87 17.54 01a58708o0061o
58708.258351  13.377  0.004 16184   58 o  0 12623.78 278.53578   9.56705  4828.37  1388.33 3.60 2.96 -11.6 -0.455 18.55 19.47 01a58708o0074o
58709.232063  13.591  0.007 13297   88 o  0 2588.31 278.53578   9.56705  4771.62  1465.79 3.47 2.85 -11.1 -0.455 17.60 18.07 01a58709o0023o
58709.245702  13.483  0.005 14676   69 o  0 4205.41 278.53578   9.56705  4751.14  1427.88 3.44 2.83 -14.5 -0.459 18.16 18.98 01a58709o0051o
58709.260089  13.468  0.004 14883   66 o  0 4815.71 278.53578   9.56705  4808.18  1504.83 3.38 2.90 -13.0 -0.457 17.96 18.82 01a58709o0080o
58709.270514  13.510  0.006 14328   85 o  0 3974.60 278.53578   9.56705  4825.40  1388.03 3.41 2.94 -13.5 -0.453 17.78 18.48 01a58709o0099o
58711.319191  -5.119  2.173 405000745333 880010262548 o  0   1.07 278.53578   9.56705  8931.73  8046.15 8.70 2.80   0.1 -0.186 -6.25 -5.33 02a58711o0173o
58711.322564  10.854  0.517 165300 85399 o  0   1.09 278.53578   9.56705  8954.20  8116.46 19.60 6.96  -0.6 -0.136 12.55 12.56 02a58711o0180o
58711.334066  -6.439  0.502 1366852005236 686683784599 o  0   2.23 278.53578   9.56705  8969.34  7997.50 4.49 4.03 -88.3 -0.278 -6.09 -5.11 02a58711o0201o
58712.236009  13.389  0.005 16009   80 o  0 4010.64 278.53578   9.56705  4470.44  5795.75 4.05 3.01  -3.7 -0.399 17.92 19.00 01a58712o0033o
